"code_commune_insee","nom_de_la_commune","code_postal","libelle_d_acheminement","ligne_5","_geopoint","latitude","longitude"
"88439","SANCHEY","88390","SANCHEY",,"48.16760382110746,6.371011247911999","48.16760382110746","6.371011247911999"
"88440","SANDAUCOURT","88170","SANDAUCOURT",,"48.260915676445144,5.84595951011352","48.260915676445144","5.84595951011352"
"88441","SANS VALLOIS","88260","SANS VALLOIS",,"48.1577901081198,6.101781076271752","48.1577901081198","6.101781076271752"
"88442","SAPOIS","88120","SAPOIS",,"48.0341292452389,6.787612801331441","48.0341292452389","6.787612801331441"
"88443","SARTES","88300","SARTES",,"48.242389115247505,5.665202473727216","48.242389115247505","5.665202473727216"
"88444","LE SAULCY","88210","LE SAULCY",,"48.42303633819064,7.0700196367904455","48.42303633819064","7.0700196367904455"
"88445","SAULCY SUR MEURTHE","88580","SAULCY SUR MEURTHE",,"48.242584400729285,6.946182130903718","48.242584400729285","6.946182130903718"
"88446","SAULXURES LES BULGNEVILLE","88140","SAULXURES LES BULGNEVILLE",,"48.190072004095974,5.815164723281006","48.190072004095974","5.815164723281006"
"88447","SAULXURES SUR MOSELOTTE","88290","SAULXURES SUR MOSELOTTE",,"47.95194416751556,6.768716752511226","47.95194416751556","6.768716752511226"
"88448","SAUVILLE","88140","SAUVILLE",,"48.14734573842138,5.741547569265645","48.14734573842138","5.741547569265645"
"88449","SAVIGNY","88130","SAVIGNY",,"48.35455136918656,6.219505901880329","48.35455136918656","6.219505901880329"
"88450","SENAIDE","88320","SENAIDE",,"47.970824068864516,5.809473778749503","47.970824068864516","5.809473778749503"
"88451","SENONES","88210","SENONES",,"48.40363043237515,6.960901624197501","48.40363043237515","6.960901624197501"
"88452","SENONGES","88260","SENONGES",,"48.143296935442805,6.054824303585927","48.143296935442805","6.054824303585927"
"88453","SERAUMONT","88630","SERAUMONT",,"48.43215848180312,5.60746510457143","48.43215848180312","5.60746510457143"
"88454","SERCOEUR","88600","SERCOEUR",,"48.25999057679455,6.534652822903183","48.25999057679455","6.534652822903183"
"88455","SERECOURT","88320","SERECOURT",,"48.05292551359382,5.848382615012858","48.05292551359382","5.848382615012858"
"88456","SEROCOURT","88320","SEROCOURT",,"48.09734141683282,5.895104254342579","48.09734141683282","5.895104254342579"
"88457","SIONNE","88630","SIONNE",,"48.39495567670718,5.635518807005925","48.39495567670718","5.635518807005925"
"88458","SOCOURT","88130","SOCOURT",,"48.39665926997101,6.249870243268784","48.39665926997101","6.249870243268784"
"88459","SONCOURT","88170","SONCOURT",,"48.38749550731203,5.909277666283673","48.38749550731203","5.909277666283673"
"88460","SOULOSSE SOUS ST ELOPHE","88630","SOULOSSE SOUS ST ELOPHE",,"48.41089741705878,5.743984897091819","48.41089741705878","5.743984897091819"
"88461","SURIAUVILLE","88140","SURIAUVILLE",,"48.16802340481546,5.8649474303512195","48.16802340481546","5.8649474303512195"
"88462","LE SYNDICAT","88120","LE SYNDICAT",,"48.02730694891566,6.695049974451747","48.02730694891566","6.695049974451747"
"88462","LE SYNDICAT","88120","LE SYNDICAT","JULIENRUPT","48.02730694891566,6.695049974451747","48.02730694891566","6.695049974451747"
"88463","TAINTRUX","88100","TAINTRUX",,"48.25055642605005,6.880132736686434","48.25055642605005","6.880132736686434"
"88464","TENDON","88460","TENDON",,"48.10665310079051,6.675353547579626","48.10665310079051","6.675353547579626"
"88465","THAON LES VOSGES","88150","THAON LES VOSGES",,"48.24983341551048,6.424387715999609","48.24983341551048","6.424387715999609"
"88465","THAON LES VOSGES","88150","THAON LES VOSGES","GIRMONT","48.24983341551048,6.424387715999609","48.24983341551048","6.424387715999609"
"88465","THAON LES VOSGES","88150","THAON LES VOSGES","ONCOURT","48.24983341551048,6.424387715999609","48.24983341551048","6.424387715999609"
"88466","THEY SOUS MONTFORT","88800","THEY SOUS MONTFORT",,"48.22966854192609,5.970778058456283","48.22966854192609","5.970778058456283"
"88467","THIEFOSSE","88290","THIEFOSSE",,"47.96419463591864,6.735300063786975","47.96419463591864","6.735300063786975"
"88468","LE THILLOT","88160","LE THILLOT",,"47.88285242049318,6.778167750809765","47.88285242049318","6.778167750809765"
"88469","THIRAUCOURT","88500","THIRAUCOURT",,"48.29165869271956,6.074149002370522","48.29165869271956","6.074149002370522"
"88470","LE THOLY","88530","LE THOLY",,"48.0861826072578,6.737286588844496","48.0861826072578","6.737286588844496"
"88470","LE THOLY","88530","LE THOLY","BOUVACOTE","48.0861826072578,6.737286588844496","48.0861826072578","6.737286588844496"
"88471","LES THONS","88410","LES THONS",,"47.98674014104445,5.874926296527251","47.98674014104445","5.874926296527251"
"88472","THUILLIERES","88260","THUILLIERES",,"48.15141249172984,6.012186088099071","48.15141249172984","6.012186088099071"
"88473","TIGNECOURT","88320","TIGNECOURT",,"48.044677306755084,5.890940223941099","48.044677306755084","5.890940223941099"
"88474","TILLEUX","88300","TILLEUX",,"48.30002323255388,5.7343656001369","48.30002323255388","5.7343656001369"
"88475","TOLLAINCOURT","88320","TOLLAINCOURT",,"48.0941201959691,5.723255670183894","48.0941201959691","5.723255670183894"
"88475","TOLLAINCOURT","88320","TOLLAINCOURT","ROCOURT","48.0941201959691,5.723255670183894","48.0941201959691","5.723255670183894"
"88476","TOTAINVILLE","88500","TOTAINVILLE",,"48.3262380419135,5.985488972082102","48.3262380419135","5.985488972082102"
"88477","TRAMPOT","88350","TRAMPOT",,"48.35572435969097,5.445750654978156","48.35572435969097","5.445750654978156"
"88478","TRANQUEVILLE GRAUX","88300","TRANQUEVILLE GRAUX",,"48.43969345219173,5.846107482486117","48.43969345219173","5.846107482486117"
"88479","TREMONZEY","88240","TREMONZEY",,"47.96164816279064,6.24668752656485","47.96164816279064","6.24668752656485"
"88480","UBEXY","88130","UBEXY",,"48.33933195439277,6.281719780306013","48.33933195439277","6.281719780306013"
"88481","URIMENIL","88220","URIMENIL",,"48.10266185321943,6.397841170605066","48.10266185321943","6.397841170605066"
"88482","URVILLE","88140","URVILLE",,"48.18951522547562,5.7475021904049335","48.18951522547562","5.7475021904049335"
"88483","UXEGNEY","88390","UXEGNEY",,"48.19543126305753,6.384439496890309","48.19543126305753","6.384439496890309"
"88484","UZEMAIN","88220","UZEMAIN",,"48.103889723560876,6.344368960774172","48.103889723560876","6.344368960774172"
"88485","LA VACHERESSE ET LA ROUILLIE","88140","LA VACHERESSE ET LA ROUILLIE",,"48.146871570512026,5.795242130368963","48.146871570512026","5.795242130368963"
"88486","VAGNEY","88120","VAGNEY",,"48.01351064798631,6.726979119801747","48.01351064798631","6.726979119801747"
"88487","LE VAL D'AJOL","88340","LE VAL D'AJOL",,"47.93870523922292,6.5128160423370725","47.93870523922292","6.5128160423370725"
"88488","VALFROICOURT","88270","VALFROICOURT",,"48.19764059594199,6.086311797849229","48.19764059594199","6.086311797849229"
"88489","VALLEROY AUX SAULES","88270","VALLEROY AUX SAULES",,"48.24327318684888,6.13922239004906","48.24327318684888","6.13922239004906"
"88490","VALLEROY LE SEC","88800","VALLEROY LE SEC",,"48.184444564780435,6.002661706333962","48.184444564780435","6.002661706333962"
"88491","LES VALLOIS","88260","LES VALLOIS",,"48.15852306976651,6.122802512078933","48.15852306976651","6.122802512078933"
"88492","LE VALTIN","88230","LE VALTIN",,"48.0848200043888,7.034685905601875","48.0848200043888","7.034685905601875"
"88493","VARMONZEY","88450","VARMONZEY",,"48.32395887903487,6.2772912513978","48.32395887903487","6.2772912513978"
"88494","VAUBEXY","88500","VAUBEXY",,"48.284426089562174,6.239463415606428","48.284426089562174","6.239463415606428"
"88495","VAUDEVILLE","88000","VAUDEVILLE",,"48.228350560724586,6.538729440379578","48.228350560724586","6.538729440379578"
"88496","VAUDONCOURT","88140","VAUDONCOURT",,"48.22234888099648,5.8034618762394405","48.22234888099648","5.8034618762394405"
"88497","VAXONCOURT","88330","VAXONCOURT",,"48.28857221905706,6.42202837043774","48.28857221905706","6.42202837043774"
"88498","VECOUX","88200","VECOUX",,"47.9702376481222,6.663491456532636","47.9702376481222","6.663491456532636"
"88499","VELOTTE ET TATIGNECOURT","88270","VELOTTE ET TATIGNECOURT",,"48.25478794091161,6.170452258577738","48.25478794091161","6.170452258577738"
"88500","VENTRON","88310","VENTRON",,"47.937512074529494,6.88210899525339","47.937512074529494","6.88210899525339"
"88501","LE VERMONT","88210","LE VERMONT",,"48.38842742273761,7.067173713777408","48.38842742273761","7.067173713777408"
"88502","VERVEZELLE","88600","VERVEZELLE",,"48.22162673758575,6.741302087837257","48.22162673758575","6.741302087837257"
"88503","VEXAINCOURT","88110","VEXAINCOURT",,"48.47936116938753,7.073960319834086","48.47936116938753","7.073960319834086"
"88504","VICHEREY","88170","VICHEREY",,"48.381746462083186,5.933065996365864","48.381746462083186","5.933065996365864"
"88505","VIENVILLE","88430","VIENVILLE",,"48.17618689227778,6.843610924414374","48.17618689227778","6.843610924414374"
"88506","VIEUX MOULIN","88210","VIEUX MOULIN",,"48.39275518942453,7.0053813979405675","48.39275518942453","7.0053813979405675"
"88507","VILLERS","88500","VILLERS",,"48.305011947316835,6.17306172344743","48.305011947316835","6.17306172344743"
"88508","VILLE SUR ILLON","88270","VILLE SUR ILLON",,"48.166746941144915,6.216632897048102","48.166746941144915","6.216632897048102"
"88509","VILLONCOURT","88150","VILLONCOURT",,"48.27112371237584,6.515141293084747","48.27112371237584","6.515141293084747"
"88510","VILLOTTE","88320","VILLOTTE",,"48.10620655510105,5.766603276665345","48.10620655510105","5.766603276665345"
"88511","VILLOUXEL","88350","VILLOUXEL",,"48.347742755407374,5.579715035606034","48.347742755407374","5.579715035606034"
"88512","VIMENIL","88600","VIMENIL",,"48.21729631896015,6.637927047369219","48.21729631896015","6.637927047369219"
"88513","VINCEY","88450","VINCEY",,"48.33246318911248,6.331406452782678","48.33246318911248","6.331406452782678"
"88514","VIOCOURT","88170","VIOCOURT",,"48.32424759917918,5.872387426021191","48.32424759917918","5.872387426021191"
"88515","VIOMENIL","88260","VIOMENIL",,"48.08943332251212,6.1624961648371555","48.08943332251212","6.1624961648371555"
"88516","VITTEL","88800","VITTEL",,"48.20623736336884,5.955209765046078","48.20623736336884","5.955209765046078"
"88517","VIVIERS LE GRAS","88260","VIVIERS LE GRAS",,"48.12146234015146,5.931041919629939","48.12146234015146","5.931041919629939"
"88518","VIVIERS LES OFFROICOURT","88500","VIVIERS LES OFFROICOURT",,"48.269292513493674,6.016985709786622","48.269292513493674","6.016985709786622"
"88519","LA VOIVRE","88470","LA VOIVRE",,"48.34355401043366,6.900582142264585","48.34355401043366","6.900582142264585"
"88519","LA VOIVRE","88470","LA VOIVRE","LA HOLLANDE","48.343756,6.900339","48.343756","6.900339"
"88520","LES VOIVRES","88240","LES VOIVRES",,"48.03120498677687,6.293077068156562","48.03120498677687","6.293077068156562"
"88521","VOMECOURT","88700","VOMECOURT",,"48.3143644318496,6.612783144423259","48.3143644318496","6.612783144423259"
"88522","VOMECOURT SUR MADON","88500","VOMECOURT SUR MADON",,"48.36207405460584,6.170360298180253","48.36207405460584","6.170360298180253"
"88523","VOUXEY","88170","VOUXEY",,"48.345532864249165,5.795084786522532","48.345532864249165","5.795084786522532"
"88523","VOUXEY","88170","VOUXEY","IMBRECOURT","48.345532864249165,5.795084786522532","48.345532864249165","5.795084786522532"
"88524","VRECOURT","88140","VRECOURT",,"48.167874882010594,5.706184870536934","48.167874882010594","5.706184870536934"
"88525","VROVILLE","88500","VROVILLE",,"48.291897383977876,6.17349435792725","48.291897383977876","6.17349435792725"
"88526","WISEMBACH","88520","WISEMBACH",,"48.25876745693818,7.115441706505969","48.25876745693818","7.115441706505969"
"88527","XAFFEVILLERS","88700","XAFFEVILLERS",,"48.4103799319529,6.610975101457928","48.4103799319529","6.610975101457928"
"88528","XAMONTARUPT","88460","XAMONTARUPT",,"48.124108659040985,6.641382651269232","48.124108659040985","6.641382651269232"
"88529","XARONVAL","88130","XARONVAL",,"48.372046055792765,6.185793588925119","48.372046055792765","6.185793588925119"
"88530","XERTIGNY","88220","XERTIGNY",,"48.03177360966808,6.369006712407511","48.03177360966808","6.369006712407511"
"88530","XERTIGNY","88220","XERTIGNY","AMEREY","48.03177360966808,6.369006712407511","48.03177360966808","6.369006712407511"
"88531","XONRUPT LONGEMER","88400","XONRUPT LONGEMER",,"48.072631154222215,6.9566443265020546","48.072631154222215","6.9566443265020546"
"88532","ZINCOURT","88330","ZINCOURT",,"48.309219658733475,6.444123417192887","48.309219658733475","6.444123417192887"
