"N°Achat","Code Veg Achat","Qtte Achat","Qtte initiale Achat","Date livraison Achat","N°Fournisseur végétal Achat","Réf Fournisseur végétal Achat","Tarif Fournisseur végétal Achat","TVA Fournisseur végétal Achat","Commandé","Livré","Unité Achat","Unité par contenant Achat","N°Contenant Achat"
32241,165,250.00,250.00,2024-02-28,17,"028566BG",40.94,5.50,1,1,"graines",250.00,14
32243,181,1.00,176.00,2024-02-28,17,"049006BS",6.90,5.50,1,1,"g",1.00,14
32245,207,250.00,25100.00,2024-02-28,17,"054149NS",225.01,5.50,1,1,"g",250.00,14
32246,209,10.00,6711.00,2024-02-28,17,"058048BS",19.41,5.50,1,1,"g",10.00,14
32247,213,20.00,17857.00,2024-02-28,17,"025500BS",12.83,5.50,1,1,"g",10.00,14
32249,226,250.00,250.00,2024-02-28,17,"052028BG",57.91,5.50,1,1,"graines",250.00,14
32250,227,100000.00,100000.00,2024-02-28,17,"034140BG",217.40,5.50,1,1,"graines",100000.0,14
32251,233,20000.00,10000.00,2024-02-28,17,"044029NK",28.50,5.50,1,1,"graines",10000.00,14
32252,244,1000.00,1000.00,2024-02-28,17,"056348BG",200.84,5.50,1,1,"graines",1000.00,14
32253,258,100.00,65359.00,2024-02-28,17,"047003BS",27.69,5.50,1,1,"g",100.00,14
32254,259,100.00,100.00,2024-02-28,17,"028121BG",24.56,5.50,1,1,"graines",100.00,14
32255,267,250.00,250.00,2024-02-28,17,"028216BG",41.77,5.50,1,1,"graines",250.00,14
32256,290,250.00,26567.00,2024-02-28,17,"054123NS",148.25,5.50,1,1,"g",250.00,14
32257,292,10.00,32680.00,2024-02-28,17,"054612BS",14.77,5.50,1,1,"g",10.00,14
32258,300,1000.00,1000.00,2024-02-28,17,"052002BG",98.76,5.50,1,1,"graines",1000.00,14
32259,306,100.00,11326.00,2024-02-28,17,"054050BS",8.79,5.50,1,1,"g",50.00,14
32260,307,50.00,7257.00,2024-02-28,17,"054101BS",24.01,5.50,1,1,"g",50.00,14
32261,310,4.00,28080.00,2024-02-28,17,"053038BS",23.51,5.50,1,1,"kg",1.00,11
32262,317,1000.00,1000.00,2024-02-28,17,"049025NG",613.70,5.50,1,1,"graines",1000.00,14
32263,318,10.00,550.00,2024-02-28,17,"058071BS",7.22,5.50,1,1,"g",10.00,14
32264,334,10000.00,10000.00,2024-02-28,17,"044036BK",43.75,5.50,1,1,"graines",10000.00,14
32265,344,1000.00,1000.00,2024-02-28,17,"052001BG",102.40,5.50,1,1,"graines",1000.00,14
32266,354,8.00,6622.00,2024-02-28,17,"032508BS",15.15,5.50,1,1,"kg",1.00,23
32267,371,50.00,50.00,2024-02-28,17,"001312BG",6.21,5.50,1,1,"graines",50.00,14
32268,373,250.00,19069.00,2024-01-22,17,"051005BS",79.60,5.50,1,1,"g",250.00,14
32269,375,5000.00,5000.00,2024-02-28,17,"039549NK",48.74,5.50,1,1,"graines",2500.00,14
32270,378,20000.00,20000.00,2024-02-09,17,"044106BK",24.47,5.50,1,1,"graines",10000.00,14
32271,421,5000.00,5000.00,2024-02-28,17,"014106NK",113.05,5.50,1,1,"graines",5000.00,14
32272,496,100.00,21414.00,2024-02-28,17,"023012NS",24.85,5.50,1,1,"g",50.00,14
32273,757,250.00,250.00,2024-02-28,17,"028707BG",46.23,5.50,1,1,"graines",250.00,14
32274,758,100.00,100.00,2024-02-28,17,"028149BG",27.60,5.50,1,1,"graines",100.00,14
32275,867,100.00,100.00,2024-02-28,17,"056083NG",48.25,5.50,1,1,"graines",100.00,14
32276,876,50000.00,40000.00,2024-02-28,17,"64005251",44.20,5.50,1,1,"graines enrobées",10000.00,14
32277,919,2.00,5574.00,2024-02-28,17,"033013BS",45.63,5.50,1,1,"kg",1.00,14
32278,949,50.00,25126.00,2024-02-28,17,"044219NS",24.37,5.50,1,1,"g",50.00,14
32279,1095,250.00,20886.00,2024-02-28,17,"054147NS",225.01,5.50,1,1,"g",250.00,14
32280,1180,10.00,1142.00,2024-02-28,17,"049011BS",43.56,5.50,1,1,"g",10.00,14
32281,1304,300000.00,400000.00,2024-02-28,17,"0540111BK",219.10,5.50,1,1,"graines",100000.0,14
32282,1382,10000.00,10000.00,2024-02-09,17,"053055NG",26.00,5.50,1,1,"graines",5000.00,14
32283,1383,250.00,250.00,2024-02-09,17,,33.05,5.50,1,1,"graines",250.00,14
32284,1385,200.00,200.00,2024-02-09,17,"056286BG",12.30,5.50,1,1,"graines",100.00,14
32285,1387,1000.00,1000.00,2024-02-09,17,"056014BG",66.45,5.50,1,1,"graines",1000.00,14
32286,95,5000.00,5000.00,2024-02-28,17,"058654BS",18.26,5.50,1,1,"graines",5000.00,14
32287,163,300.00,111112.00,2024-02-28,17,"044004NS",84.30,5.50,1,1,"g",250.00,14
32335,485,32.00,16.80,2024-02-20,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32336,486,42.00,36.96,2024-02-20,125,,12.72,5.00,1,1,"kg",6.00,18
32337,491,55.50,45.90,2024-02-20,125,,26.27,5.00,1,1,"kg",18.50,18
32338,504,30.00,28.71,2024-02-20,125,,15.60,5.00,1,1,"kg",6.00,18
32339,512,40.00,36.75,2024-02-20,125,,19.76,5.00,1,1,"kg",8.00,18
32340,513,78.00,74.76,2024-02-20,125,,11.28,5.00,1,1,"kg",6.00,18
32341,538,36.00,32.88,2024-02-20,125,,14.22,5.00,1,1,"kg",6.00,18
32342,539,90.00,60.90,2024-02-20,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32343,544,5.00,1.05,2024-02-20,125,,26.95,5.00,1,1,"kg",5.00,18
32344,568,5.00,1.05,2024-02-20,125,,20.00,5.00,1,1,"kg",5.00,18
32346,584,20.00,12.60,2024-02-20,125,,8.46,5.00,1,1,"kg",10.00,18
32347,586,8.00,5.25,2024-02-20,125,,15.70,5.00,1,1,"kg",8.00,18
32348,602,65.00,63.47,2024-02-20,125,,34.06,5.00,1,1,"kg",13.00,18
32350,711,26.00,21.00,2024-02-20,125,,30.00,5.00,1,1,"kg",13.00,18
32351,725,3.00,1.05,2024-02-20,125,,31.96,5.00,1,1,"kg",3.00,18
32353,769,12.00,3.15,2024-02-20,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32354,774,152.00,148.05,2024-02-20,125,,10.00,5.00,1,1,"kg",8.00,18
32355,801,143.00,138.53,2024-02-20,306,,26.00,5.00,1,1,"kg",13.00,18
32379,485,32.00,16.80,2024-02-20,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32380,486,42.00,36.75,2024-02-20,125,,12.72,5.00,1,1,"kg",6.00,18
32381,491,55.50,45.90,2024-02-20,125,,26.27,5.00,1,1,"kg",18.50,18
32382,504,30.00,28.56,2024-02-20,125,,15.60,5.00,1,1,"kg",6.00,18
32383,512,40.00,36.75,2024-02-20,125,,19.76,5.00,1,1,"kg",8.00,18
32384,513,78.00,73.92,2024-02-20,125,,11.28,5.00,1,1,"kg",6.00,18
32385,538,36.00,32.65,2024-02-20,125,,14.22,5.00,1,1,"kg",6.00,18
32386,539,90.00,60.90,2024-02-20,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32387,544,5.00,1.05,2024-02-20,125,,26.95,5.00,1,1,"kg",5.00,18
32388,568,5.00,1.05,2024-02-20,125,,20.00,5.00,1,1,"kg",5.00,18
32390,584,20.00,12.60,2024-02-20,125,,8.46,5.00,1,1,"kg",10.00,18
32391,586,8.00,5.25,2024-02-20,125,,15.70,5.00,1,1,"kg",8.00,18
32392,601,65.00,62.84,2024-02-20,125,,24.24,5.00,1,1,"kg",13.00,18
32394,711,26.00,21.00,2024-02-20,125,,30.00,5.00,1,1,"kg",13.00,18
32395,725,3.00,1.05,2024-02-20,125,,31.96,5.00,1,1,"kg",3.00,18
32397,769,12.00,3.15,2024-02-20,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32398,774,152.00,147.21,2024-02-20,125,,10.00,5.00,1,1,"kg",8.00,18
32399,801,143.00,137.69,2024-02-20,306,,26.00,5.00,1,1,"kg",13.00,18
32401,379,140.00,,2024-01-08,24,"124PL",416.00,10.00,1,1,"unité",70.00,1
32402,379,140.00,,2024-02-06,24,"124PL",416.00,10.00,1,1,"unité",70.00,1
32451,485,32.00,24.15,2024-02-27,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32452,486,30.00,29.13,2024-02-27,125,,12.72,5.00,1,1,"kg",6.00,18
32453,491,92.50,80.98,2024-02-27,125,,26.27,5.00,1,1,"kg",18.50,18
32454,504,18.00,17.89,2024-02-27,125,,15.60,5.00,1,1,"kg",6.00,18
32455,512,64.00,63.21,2024-02-27,125,,19.76,5.00,1,1,"kg",8.00,18
32457,538,30.00,24.00,2024-02-27,125,,14.22,5.00,1,1,"kg",6.00,18
32458,539,90.00,69.30,2024-02-27,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32459,568,5.00,0.94,2024-02-27,125,,20.00,5.00,1,1,"kg",5.00,18
32461,578,50.00,49.08,2024-02-27,125,,14.88,5.00,1,1,"kg",10.00,18
32462,584,10.00,7.35,2024-02-27,125,,8.46,5.00,1,1,"kg",10.00,18
32463,586,8.00,2.10,2024-02-27,125,,15.70,5.00,1,1,"kg",8.00,18
32464,602,13.00,1.44,2024-02-27,125,,34.06,5.00,1,1,"kg",13.00,18
32465,614,40.00,33.11,2024-02-27,125,,18.20,5.00,1,1,"kg",10.00,18
32467,711,26.00,19.95,2024-02-27,125,,30.00,5.00,1,1,"kg",13.00,18
32468,725,3.00,1.05,2024-02-27,125,,31.96,5.00,1,1,"kg",3.00,18
32470,769,12.00,3.15,2024-02-27,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32471,774,56.00,54.60,2024-02-27,125,,10.00,5.00,1,1,"kg",8.00,18
32472,801,104.00,95.23,2024-02-27,306,,26.00,5.00,1,1,"kg",13.00,18
32474,482,12.00,4.20,2024-02-29,125,,35.40,5.00,1,1,"kg",12.00,18
32475,485,64.00,63.00,2024-02-29,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32476,486,36.00,34.65,2024-02-29,125,,12.72,5.00,1,1,"kg",6.00,18
32477,491,129.50,112.40,2024-02-29,125,,26.27,5.00,1,1,"kg",18.50,18
32478,504,24.00,23.26,2024-02-29,125,,15.60,5.00,1,1,"kg",6.00,18
32479,512,96.00,91.14,2024-02-29,125,,19.76,5.00,1,1,"kg",8.00,18
32481,538,42.00,40.19,2024-02-29,125,,14.22,5.00,1,1,"kg",6.00,18
32482,539,90.00,69.30,2024-02-29,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32483,568,5.00,2.52,2024-02-29,125,,20.00,5.00,1,1,"kg",5.00,18
32485,578,60.00,57.12,2024-02-29,125,,14.88,5.00,1,1,"kg",10.00,18
32486,584,30.00,23.10,2024-02-29,125,,8.46,5.00,1,1,"kg",10.00,18
32487,586,16.00,10.50,2024-02-29,125,,15.70,5.00,1,1,"kg",8.00,18
32488,602,13.00,3.86,2024-02-29,125,,34.06,5.00,1,1,"kg",13.00,18
32489,614,40.00,38.57,2024-02-29,125,,18.20,5.00,1,1,"kg",10.00,18
32490,690,8.00,1.05,2024-02-29,125,,18.96,5.00,1,1,"kg",8.00,18
32491,711,39.00,35.70,2024-02-29,125,,30.00,5.00,1,1,"kg",13.00,18
32492,725,6.00,4.20,2024-02-29,125,,31.96,5.00,1,1,"kg",3.00,18
32494,769,12.00,5.25,2024-02-29,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32495,774,120.00,115.50,2024-02-29,125,,10.00,5.00,1,1,"kg",8.00,18
32496,801,156.00,155.61,2024-02-29,306,,26.00,5.00,1,1,"kg",13.00,18
32497,303,50000.00,,2024-02-08,4,"68155540",33.64,5.50,1,1,"graines",25000.00,14
32498,303,100000.00,,2024-02-08,4,"68155540",132.01,5.50,1,1,"graines",100000.0,14
32546,485,32.00,25.20,2024-03-05,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32547,486,18.00,17.83,2024-03-05,125,,12.72,5.00,1,1,"kg",6.00,18
32548,491,74.00,57.12,2024-03-05,125,,26.27,5.00,1,1,"kg",18.50,18
32549,504,36.00,33.33,2024-03-05,125,,15.60,5.00,1,1,"kg",6.00,18
32550,512,32.00,26.25,2024-03-05,125,,19.76,5.00,1,1,"kg",8.00,18
32552,538,36.00,33.18,2024-03-05,125,,14.22,5.00,1,1,"kg",6.00,18
32553,539,60.00,57.75,2024-03-05,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32555,578,170.00,161.70,2024-03-05,125,,14.88,5.00,1,1,"kg",10.00,18
32556,584,20.00,15.75,2024-03-05,125,,8.46,5.00,1,1,"kg",10.00,18
32557,586,8.00,5.25,2024-03-05,125,,15.70,5.00,1,1,"kg",8.00,18
32558,614,40.00,38.40,2024-03-05,125,,18.20,5.00,1,1,"kg",10.00,18
32560,696,2.00,0.37,2024-03-05,125,,19.64,5.00,1,1,"kg",2.00,18
32561,697,91.00,82.53,2024-03-05,125,,26.52,5.00,1,1,"kg",13.00,18
32562,725,3.00,1.05,2024-03-05,125,,31.96,5.00,1,1,"kg",3.00,18
32564,768,84.00,79.01,2024-03-05,125,,12.96,5.00,1,1,"kg",6.00,18
32565,769,12.00,3.15,2024-03-05,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32566,801,130.00,117.18,2024-03-05,306,,26.00,5.00,1,1,"kg",13.00,18
32567,895,10.00,1.05,2024-03-05,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
32568,98,1000.00,,2024-01-06,162,"038014BE",28.72,5.50,1,1,"graines enrobées",1000.00,11
32614,482,12.00,2.62,2024-03-07,125,,35.40,5.00,1,1,"kg",12.00,18
32615,485,112.00,109.20,2024-03-05,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32616,486,42.00,36.00,2024-03-05,125,,12.72,5.00,1,1,"kg",6.00,18
32617,491,148.00,140.76,2024-03-05,125,,26.27,5.00,1,1,"kg",18.50,18
32618,504,72.00,68.04,2024-03-05,125,,15.60,5.00,1,1,"kg",6.00,18
32619,512,72.00,68.25,2024-03-05,125,,19.76,5.00,1,1,"kg",8.00,18
32621,538,84.00,78.12,2024-03-05,125,,14.22,5.00,1,1,"kg",6.00,18
32622,539,150.00,141.75,2024-03-05,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32624,578,350.00,344.40,2024-03-05,125,,14.88,5.00,1,1,"kg",10.00,18
32625,584,40.00,36.75,2024-03-05,125,,8.46,5.00,1,1,"kg",10.00,18
32626,586,16.00,11.55,2024-03-05,125,,15.70,5.00,1,1,"kg",8.00,18
32627,614,80.00,77.79,2024-03-05,125,,18.20,5.00,1,1,"kg",10.00,18
32628,690,8.00,1.05,2024-03-05,125,,18.96,5.00,1,1,"kg",8.00,18
32629,696,2.00,1.63,2024-03-05,125,,19.64,5.00,1,1,"kg",2.00,18
32630,697,195.00,185.43,2024-03-05,125,,26.52,5.00,1,1,"kg",13.00,18
32631,725,6.00,5.25,2024-03-05,125,,31.96,5.00,1,1,"kg",3.00,18
32633,768,174.00,169.05,2024-03-05,125,,12.96,5.00,1,1,"kg",6.00,18
32634,769,12.00,8.40,2024-03-05,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32635,801,273.00,269.64,2024-03-05,306,,26.00,5.00,1,1,"kg",13.00,18
32636,895,10.00,1.05,2024-03-05,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
32661,485,32.00,31.50,2024-03-12,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32662,486,24.00,18.14,2024-03-12,125,,12.72,5.00,1,1,"kg",6.00,18
32663,491,129.50,115.26,2024-03-12,125,,26.27,5.00,1,1,"kg",18.50,18
32664,504,24.00,23.41,2024-03-12,125,,15.60,5.00,1,1,"kg",6.00,18
32665,512,16.00,15.75,2024-03-12,125,,19.76,5.00,1,1,"kg",8.00,18
32667,538,12.00,11.55,2024-03-12,125,,14.22,5.00,1,1,"kg",6.00,18
32668,539,60.00,57.75,2024-03-12,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32670,578,70.00,68.25,2024-03-12,125,,14.88,5.00,1,1,"kg",10.00,18
32671,584,20.00,15.75,2024-03-12,125,,8.46,5.00,1,1,"kg",10.00,18
32672,586,8.00,6.30,2024-03-12,125,,15.70,5.00,1,1,"kg",8.00,18
32673,614,10.00,4.99,2024-03-12,125,,18.20,5.00,1,1,"kg",10.00,18
32675,697,65.00,64.79,2024-03-12,125,,26.52,5.00,1,1,"kg",13.00,18
32678,768,12.00,9.45,2024-03-12,125,,12.96,5.00,1,1,"kg",6.00,18
32679,769,12.00,3.15,2024-03-12,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32680,774,64.00,57.85,2024-03-12,125,,10.00,5.00,1,1,"kg",8.00,18
32681,801,130.00,119.76,2024-03-12,306,,26.00,5.00,1,1,"kg",13.00,18
32682,879,42.00,37.90,2024-03-12,125,,13.92,5.00,1,1,"kg",6.00,18
32683,895,10.00,1.05,2024-03-12,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
32753,482,12.00,2.62,2024-03-14,125,,35.40,5.00,1,1,"kg",12.00,18
32754,485,80.00,73.50,2024-03-14,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32755,486,36.00,30.11,2024-03-14,125,,12.72,5.00,1,1,"kg",6.00,18
32756,491,148.00,143.10,2024-03-14,125,,26.27,5.00,1,1,"kg",18.50,18
32757,504,30.00,26.25,2024-03-14,125,,15.60,5.00,1,1,"kg",6.00,18
32758,512,40.00,36.75,2024-03-14,125,,19.76,5.00,1,1,"kg",8.00,18
32760,538,24.00,22.05,2024-03-14,125,,14.22,5.00,1,1,"kg",6.00,18
32761,539,90.00,84.00,2024-03-14,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32763,578,180.00,171.25,2024-03-14,125,,14.88,5.00,1,1,"kg",10.00,18
32764,584,30.00,24.15,2024-03-14,125,,8.46,5.00,1,1,"kg",10.00,18
32765,614,30.00,21.12,2024-03-14,125,,18.20,5.00,1,1,"kg",10.00,18
32767,697,104.00,92.99,2024-03-14,125,,26.52,5.00,1,1,"kg",13.00,18
32770,768,12.00,10.50,2024-03-14,125,,12.96,5.00,1,1,"kg",6.00,18
32771,769,12.00,5.25,2024-03-14,125,,12.12,5.00,1,1,"pièce(s)",12.00,18
32772,801,156.00,147.67,2024-03-14,306,,26.00,5.00,1,1,"kg",13.00,18
32773,879,42.00,39.06,2024-03-14,125,,13.92,5.00,1,1,"kg",6.00,18
32820,485,32.00,31.50,2024-03-19,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32821,486,48.00,43.05,2024-03-19,125,,12.72,5.00,1,1,"kg",6.00,18
32822,491,74.00,57.12,2024-03-19,125,,26.27,5.00,1,1,"kg",18.50,18
32823,504,24.00,19.74,2024-03-19,125,,15.60,5.00,1,1,"kg",6.00,18
32824,512,24.00,19.95,2024-03-19,125,,19.76,5.00,1,1,"kg",8.00,18
32826,538,42.00,37.80,2024-03-19,125,,14.22,5.00,1,1,"kg",6.00,18
32827,539,90.00,69.30,2024-03-19,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32829,578,60.00,56.70,2024-03-19,125,,14.88,5.00,1,1,"kg",10.00,18
32830,584,10.00,7.35,2024-03-19,125,,8.46,5.00,1,1,"kg",10.00,18
32831,614,50.00,42.73,2024-03-19,125,,18.20,5.00,1,1,"kg",10.00,18
32833,697,26.00,25.20,2024-03-19,125,,26.52,5.00,1,1,"kg",13.00,18
32834,711,13.00,3.93,2024-03-19,125,,30.00,5.00,1,1,"kg",13.00,18
32837,768,60.00,58.97,2024-03-19,125,,12.96,5.00,1,1,"kg",6.00,18
32839,774,80.00,78.54,2024-03-19,125,,10.00,5.00,1,1,"kg",8.00,18
32840,801,143.00,142.80,2024-03-19,306,,26.00,5.00,1,1,"kg",13.00,18
32841,895,10.00,1.05,2024-03-19,125,,19.60,5.00,1,1,"pièce(s)",10.00,18
32842,482,12.00,2.62,2024-03-21,125,,35.40,5.00,1,1,"kg",12.00,18
32843,485,80.00,73.50,2024-03-21,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32844,486,54.00,50.61,2024-03-21,125,,12.72,5.00,1,1,"kg",6.00,18
32845,491,92.50,77.52,2024-03-21,125,,26.27,5.00,1,1,"kg",18.50,18
32846,504,30.00,25.20,2024-03-21,125,,15.60,5.00,1,1,"kg",6.00,18
32847,512,48.00,42.00,2024-03-21,125,,19.76,5.00,1,1,"kg",8.00,18
32849,538,54.00,50.61,2024-03-21,125,,14.22,5.00,1,1,"kg",6.00,18
32850,539,90.00,84.00,2024-03-21,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32852,578,110.00,105.00,2024-03-21,125,,14.88,5.00,1,1,"kg",10.00,18
32853,584,30.00,27.30,2024-03-21,125,,8.46,5.00,1,1,"kg",10.00,18
32854,614,60.00,58.38,2024-03-21,125,,18.20,5.00,1,1,"kg",10.00,18
32856,697,39.00,36.75,2024-03-21,125,,26.52,5.00,1,1,"kg",13.00,18
32857,711,13.00,8.66,2024-03-21,125,,30.00,5.00,1,1,"kg",13.00,18
32860,768,72.00,67.43,2024-03-21,125,,12.96,5.00,1,1,"kg",6.00,18
32862,774,88.00,80.43,2024-03-21,125,,10.00,5.00,1,1,"kg",8.00,18
32863,801,195.00,192.15,2024-03-21,306,,26.00,5.00,1,1,"kg",13.00,18
32911,485,48.00,36.75,2024-03-26,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32912,486,18.00,14.91,2024-03-26,125,,12.72,5.00,1,1,"kg",6.00,18
32913,491,111.00,108.32,2024-03-26,125,,26.27,5.00,1,1,"kg",18.50,18
32914,504,18.00,16.69,2024-03-26,125,,15.60,5.00,1,1,"kg",6.00,18
32915,513,18.00,17.54,2024-03-26,125,,11.28,5.00,1,1,"kg",6.00,18
32916,538,30.00,28.56,2024-03-26,125,,14.22,5.00,1,1,"kg",6.00,18
32917,539,90.00,76.65,2024-03-26,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32918,578,110.00,107.10,2024-03-26,125,,14.88,5.00,1,1,"kg",10.00,18
32919,584,20.00,10.50,2024-03-26,125,,8.46,5.00,1,1,"kg",10.00,18
32920,614,10.00,8.10,2024-03-26,125,,18.20,5.00,1,1,"kg",10.00,18
32921,711,65.00,52.36,2024-03-26,125,,30.00,5.00,1,1,"kg",13.00,18
32922,768,24.00,18.90,2024-03-26,125,,12.96,5.00,1,1,"kg",6.00,18
32923,801,91.00,86.31,2024-03-26,306,,26.00,5.00,1,1,"kg",13.00,18
32924,485,64.00,57.75,2024-03-28,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32925,486,24.00,23.20,2024-03-28,125,,12.72,5.00,1,1,"kg",6.00,18
32926,491,148.00,132.19,2024-03-28,125,,26.27,5.00,1,1,"kg",18.50,18
32927,504,24.00,20.58,2024-03-28,125,,15.60,5.00,1,1,"kg",6.00,18
32928,513,48.00,45.09,2024-03-28,125,,11.28,5.00,1,1,"kg",6.00,18
32929,538,42.00,41.58,2024-03-28,125,,14.22,5.00,1,1,"kg",6.00,18
32930,539,90.00,84.00,2024-03-28,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32931,578,160.00,158.97,2024-03-28,125,,14.88,5.00,1,1,"kg",10.00,18
32932,584,30.00,21.00,2024-03-28,125,,8.46,5.00,1,1,"kg",10.00,18
32933,614,20.00,16.92,2024-03-28,125,,18.20,5.00,1,1,"kg",10.00,18
32934,711,78.00,69.53,2024-03-28,125,,30.00,5.00,1,1,"kg",13.00,18
32935,768,18.00,14.70,2024-03-28,125,,12.96,5.00,1,1,"kg",6.00,18
32936,801,156.00,145.32,2024-03-28,306,,26.00,5.00,1,1,"kg",13.00,18
32964,485,48.00,36.75,2024-04-02,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
32965,486,36.00,30.45,2024-04-02,125,,12.72,5.00,1,1,"kg",6.00,18
32966,491,74.00,56.10,2024-04-02,125,,26.27,5.00,1,1,"kg",18.50,18
32967,504,30.00,24.67,2024-04-02,125,,15.60,5.00,1,1,"kg",6.00,18
32968,513,12.00,6.30,2024-04-02,125,,11.28,5.00,1,1,"kg",6.00,18
32969,538,36.00,31.08,2024-04-02,125,,14.22,5.00,1,1,"kg",6.00,18
32970,539,90.00,76.65,2024-04-02,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
32971,568,5.00,1.57,2024-04-02,125,,20.00,5.00,1,1,"kg",5.00,18
32972,578,150.00,145.63,2024-04-02,125,,14.88,5.00,1,1,"kg",10.00,18
32973,584,20.00,10.50,2024-04-02,125,,8.46,5.00,1,1,"kg",10.00,18
32974,614,50.00,44.94,2024-04-02,125,,18.20,5.00,1,1,"kg",10.00,18
32975,711,78.00,75.07,2024-04-02,125,,30.00,5.00,1,1,"kg",13.00,18
32976,801,130.00,120.62,2024-04-02,306,,26.00,5.00,1,1,"kg",13.00,18
33019,485,32.00,26.25,2024-04-04,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
33020,486,42.00,39.90,2024-04-04,125,,12.72,5.00,1,1,"kg",6.00,18
33021,491,92.50,81.60,2024-04-04,125,,26.27,5.00,1,1,"kg",18.50,18
33022,504,36.00,33.60,2024-04-04,125,,15.60,5.00,1,1,"kg",6.00,18
33023,513,36.00,31.50,2024-04-04,125,,11.28,5.00,1,1,"kg",6.00,18
33024,538,48.00,45.46,2024-04-04,125,,14.22,5.00,1,1,"kg",6.00,18
33025,539,120.00,105.00,2024-04-04,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
33026,568,5.00,3.46,2024-04-04,125,,20.00,5.00,1,1,"kg",5.00,18
33027,578,190.00,187.26,2024-04-04,125,,14.88,5.00,1,1,"kg",10.00,18
33028,584,20.00,17.85,2024-04-04,125,,8.46,5.00,1,1,"kg",10.00,18
33029,614,60.00,52.71,2024-04-04,125,,18.20,5.00,1,1,"kg",10.00,18
33030,711,91.00,90.30,2024-04-04,125,,30.00,5.00,1,1,"kg",13.00,18
33031,768,12.00,7.35,2024-04-04,125,,12.96,5.00,1,1,"kg",6.00,18
33032,801,182.00,176.61,2024-04-04,306,,26.00,5.00,1,1,"kg",13.00,18
33081,485,96.00,88.20,2024-04-09,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
33082,486,18.00,14.70,2024-04-09,125,,12.72,5.00,1,1,"kg",6.00,18
33083,491,92.50,90.27,2024-04-09,125,,26.27,5.00,1,1,"kg",18.50,18
33084,504,24.00,18.82,2024-04-09,125,,15.60,5.00,1,1,"kg",6.00,18
33085,513,18.00,12.60,2024-04-09,125,,11.28,5.00,1,1,"kg",6.00,18
33086,538,30.00,26.14,2024-04-09,125,,14.22,5.00,1,1,"kg",6.00,18
33087,539,90.00,73.50,2024-04-09,125,,8.55,5.00,1,1,"pièce(s)",30.00,18
33088,568,20.00,15.85,2024-04-09,125,,20.00,5.00,1,1,"kg",5.00,18
33089,578,20.00,14.70,2024-04-09,125,,14.88,5.00,1,1,"kg",10.00,18
33090,584,20.00,13.65,2024-04-09,125,,8.46,5.00,1,1,"kg",10.00,18
33091,614,10.00,6.30,2024-04-09,125,,18.20,5.00,1,1,"kg",10.00,18
33092,711,26.00,17.85,2024-04-09,125,,30.00,5.00,1,1,"kg",13.00,18
33093,774,8.00,7.35,2024-04-09,125,,10.00,5.00,1,1,"kg",8.00,18
33094,785,50.00,48.72,2024-04-09,125,,14.50,5.00,1,1,"kg",5.00,18
33095,801,104.00,101.61,2024-04-09,306,,26.00,5.00,1,1,"kg",13.00,18
33096,485,128.00,115.50,2024-04-11,125,,15.54,5.00,1,1,"pièce(s)",16.00,18
33097,486,24.00,22.05,2024-04-11,125,,12.72,5.00,1,1,"kg",6.00,18
