compta;facture,jour;article;libelle;qte;pu;montant
LACOUPA01;FA2103330;2021-06-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LACOUPA01;FA2200860;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LACOUPA01;FV2200235;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
LACOUPA01;FA2203246;2022-06-07 00:00:00.000;ACOT;Cotisation annuelle;1.000000;30.000000;30.000000
LACOUPA01;FA23002622;2023-01-13 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LACOUPA01;FV23000226;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LACOUPA01;FA23004107;2024-02-26 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LACOUPA01;AFA2500845;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LACOUSO01;AFA2503032;2025-06-02 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LACOUSO01;AFA2600826;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAFFIJO01;FA20000807;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAFFIJO01;FA2100940;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAFFIJO01;FA2200861;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAFFIJO01;FA23000769;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAFFIJO01;FV23000227;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LAFORSY01;FA20000808;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAFORSY01;FA2100941;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAFORSY01;FV2100243;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAGARRE01;FA20000810;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAGARRE01;FV20000255;2020-06-30 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LAGARSO01;FA20000809;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAGARSO01;FA2100942;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAGARSO01;FV2100244;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAGARSO01;FA2202745;2022-01-17 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAGARSO01;FA23000770;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAGARSO01;FV23000228;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LAGARVA01;FA2103399;2021-06-30 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAGARVA01;FA2200862;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAGARVA01;FA23000771;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAGARVA01;FA2400801;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAGARVA01;AFA2500846;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAGARVA01;AFA2600827;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAHACAM01;FA23000772;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAHACAM01;FV23000229;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LAHACGA01;FA20003512;2020-07-10 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAHACGA01;AFA2502934;2025-04-18 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAHACGA01;AFA2600828;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAHALJE01;AFA2502787;2025-02-03 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAHALJE01;AFA2600829;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAINEHU01;FA2200910;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAINEHU01;FA23000816;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAINEHU01;FA2400841;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAINESA01;FA20000811;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAINESA01;FV20000256;2020-06-30 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LAINESA01;FA2202899;2022-03-01 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAINESA01;FA23000773;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAINESA01;FV23000230;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LAINTFL01;FA20000812;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAINTFL01;FV20000257;2020-06-30 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LAIRIGH01;FA2100944;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAIRIGH01;FA2200863;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LALAURO01;FA20003378;2020-05-20 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LALAURO01;FA2100945;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LALAURO01;FV2100245;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LALLECE01;FA20000814;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LALLECE01;FA2100947;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LALLECE01;FA2200865;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LALLECE01;FA23000775;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LALLECE01;FA2400803;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LALLECE01;AFA2500848;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LALLECE01;AFA2600831;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LALLEDO01;FA20000813;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LALLEDO01;FA2100946;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LALLEDO01;FA2200864;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LALLEDO01;FA23000774;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LALLEDO01;FA2400802;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LALLEDO01;AFA2500847;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LALLEDO01;AFA2600830;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LALLEGU01;FA20000815;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LALLEGU01;FV20000152;2020-06-19 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LALLESA01;FA2400805;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LALLESA01;AFA2500850;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LALLESA01;AFA2600832;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LALLEVI01;FA20000816;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LALLEVI01;FA2100948;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LALLEVI01;FA2200866;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LALLEVI01;FA23000776;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LALLEVI01;FA2400804;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LALLEVI01;AFA2500849;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LALLEVI01;AFV2500416;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
LAMARVI01;FA20000817;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMARVI01;FA2100949;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMARVI01;FA2200867;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMARVI01;FA23000777;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMBECH01;FA20003346;2020-05-15 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMBECH01;FA2100953;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMBECH01;FA2200870;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMBECH01;FA23000780;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMBECH01;FV23000231;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LAMBECO01;FA20000821;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMBECO01;FA2100954;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMBECO01;FA2200871;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMBECO01;FA23000781;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMBECO01;FA2400808;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMBECO01;AFA2500854;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMBECO01;AFA2600837;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMBELA01;FA20000818;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMBELA01;FA2100950;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMBEMA01;FA20000819;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMBEMA01;FA2100951;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMBEMA01;FA2200868;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMBEMA01;FA23000778;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMBEMA01;FA2400806;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMBEMA01;AFA2500851;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMBEMA01;AFA2600833;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMBEMI01;FA2402820;2024-01-29 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMBEMI01;AFA2500853;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMBEMI01;AFA2600835;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMBEST01;FA2402749;2024-01-15 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMBEST01;FV2400092;2024-02-14 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
LAMBEVA01;FA20000820;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMBEVA01;FA2100952;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMBEVA01;FA2200869;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMBEVA01;FA23000779;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMBEVA01;FA2400807;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMBEVA01;AFA2500852;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMBEVA01;AFA2600834;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMBEVA02;AFA2503012;2025-05-22 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMBEVA02;AFA2600836;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMERAU01;FA20003397;2020-05-27 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMERAU01;FA2100955;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMERAU01;FV2100246;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAMIECH01;FA20000822;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMIECH01;FA2100956;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMIECH01;FA2200872;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMIECH01;FA23000782;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMIECH01;FA2400809;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMIECH01;AFA2500855;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMIECH01;AFA2600838;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMOILA01;FA20000823;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMOILA01;FA2100957;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMOILA01;FA2200873;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMOILA01;FA23000783;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMOILA01;FA2400810;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMOILA01;AFA2500856;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMOILA01;AFA2600839;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMONJE01;FA20000824;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMONJE01;FA2100958;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMONJE01;FA2200874;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMONJE01;FA23000784;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMONJE01;FA2400811;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMONJE01;AFA2500857;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMONJE01;AFA2600840;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMORCE01;FA20003370;2020-05-20 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMORCE01;FA2100959;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMORCE01;FV2100248;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAMOUDA01;AFA2600841;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAMURGU01;FA2103098;2021-04-12 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMURGU01;FA2200875;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMURGU01;FV2200090;2022-01-25 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
LAMURIS01;FA20000825;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMURIS01;FA2100960;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMYHE01;FA20000826;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAMYHE01;FA2100961;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAMYHE01;FA2200876;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAMYHE01;FA23000785;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAMYHE01;FA2400812;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAMYHE01;AFA2500858;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAMYHE01;AFA2600842;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LANDAMA01;FA20000827;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LANDAMA01;FA2100962;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LANDAMA01;FA2200877;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LANDAMA01;FA23000786;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LANDAMA01;FA2400813;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LANDAMA01;AFA2500859;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LANDAMA01;AFA2600843;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LANGCO01;FA20000828;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LANGCO01;FA2100963;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LANGCO01;FA2200878;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LANGCO01;FV2200236;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
LANGLKA01;FA2200879;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LANGLKA01;FA23000788;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LANGLKA01;FA2400815;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LANGLKA01;AFA2500861;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LANGLKA01;AFA2600845;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LANOICH01;FA23002835;2023-04-13 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LANOICH01;FA2400816;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LANOICH01;FV2300645;2024-03-20 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
LANOICH01;AFA2600846;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAOUAZA01;FA20001001;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAOUAZA01;FA2101145;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAOUAZA01;FV2100078;2021-02-18 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAPOICO01;FA20002762;2020-02-10 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAPOICO01;FA2100965;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAPOICO01;FA2200881;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAPOICO01;FA23000790;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAPOICO01;FA2400818;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAPOICO01;FV2300646;2024-03-20 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
LAPORMA01;FA20000830;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAPORMA01;FA2100966;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAPORMA01;FA2200882;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAPORMA01;FA23000791;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAPORMA01;FA2400819;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAPORMA01;AFA2500863;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAPORMA01;AFA2600848;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAPRECH01;FA20000831;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAPREMO01;FA2403425;2024-06-14 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAPREMO01;AFA2500864;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAPREMO01;AFV2500417;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
LAPRESA01;AFA2502793;2025-02-03 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAPRESA01;AFA2602554;2026-01-19 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAPRESY01;FA20003296;2020-05-06 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAPRESY01;FA2100967;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAPRESY01;FV2100249;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LARCHDE01;FA20000832;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LARCHDE01;FA2100968;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LARCHDE01;FA2200883;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LARCHDE01;FA23000792;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LARCHDE01;FA2400820;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LARCHDE01;AFA2500865;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LARCHDE01;AFA2600849;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LARCHGA01;FA2100969;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LARCHGA01;FA2200884;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LARCHGA01;FA23000793;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LARCHGA01;FA2400821;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LARCHGA01;AFA2500866;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LARCHGA01;AFA2600850;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LARGEJU01;AFA2500867;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LARGEJU01;AFV2500418;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
LARMINI01;FA20000833;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LARMINI01;FA2100970;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LARRINI01;AFA2503082;2025-06-23 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LARRINI01;AFA2600851;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LARVEMI01;FA20000834;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LARVEMI01;FA2100971;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LARVEMI01;FA2200885;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LARVEMI01;FA23000794;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LARVEMI01;FA2400822;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LARVEMI01;AFA2500868;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LARVEMI01;AFA2600852;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LASNEMA01;FA2103293;2021-05-28 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LASNEMA01;FA2200886;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LASNEMA01;FV2200237;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
LASSAFA01;FA20000836;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LASSAFA01;FA2100973;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
