compta;facture,jour;article;libelle;qte;pu;montant
LASSAFA01;FA2200888;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LASSAFA01;FA23000796;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LASSAFA01;FA2400824;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LASSAFA01;AFA2500870;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LASSAFA01;AFA2600854;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LASSASA01;FA20000835;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LASSASA01;FA2100972;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LASSASA01;FA2200887;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LASSASA01;FA23000795;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LASSASA01;FA2400823;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LASSASA01;AFA2500869;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LASSASA01;AFA2600853;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LASSENI01;FA20002568;2020-01-21 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LASSENI01;FA2100974;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LASSENI01;FV2100250;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAUPITA01;FA20000837;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAUPITA01;FA2100975;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAUPITA01;FV2100251;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAUREAL02;AFA2500873;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAUREAL02;AFA2600857;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAUREAL02;AFV2600043;2026-01-21 00:00:00.000;ACOT;Cotisation année 2026;-1.000000;5.000000;-5.000000
LAUREAN01;FA20000839;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAUREAN01;FA2100977;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAUREAN01;FA2200890;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAUREAN01;FA23000798;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAUREAN01;FV23000232;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LAUREAN02;FA20000840;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAUREAN02;FV20000153;2020-06-19 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LAUREAN03;FA20000843;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAUREAN03;FV20000154;2020-06-19 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LAURECH02;FA20000842;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAURECH02;FA2100979;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAURECH02;FA2200892;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAURECH03;FA2200894;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAURECH03;FA23000800;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAURECH03;FA2400826;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAURECH03;AFA2500872;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAURECH03;AFA2600856;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAURECL01;FA20003159;2020-04-16 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAURECL01;FA2100981;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAURECL01;FA2200893;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAURECL01;FV2200238;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
LAUREDO01;AFA2602622;2026-02-03 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAUREFA01;FA20000841;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAUREFA01;FA2100978;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAUREFA01;FA2200891;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAUREFA01;FA23000799;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAUREFA01;FA2400825;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAUREFA01;AFA2500871;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAUREJU01;AFA2600859;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAURELI01;AFA2600858;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAUREMA01;FA20000533;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAUREMA01;FA2100614;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAUREMA01;FA2200563;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAUREMA01;FA23000503;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAUREMA01;FA2400529;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAUREMA01;AFA2500557;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAUREMA01;AFA2600535;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAUREMA02;FA20002713;2020-02-05 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAUREMA02;FA2100980;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAUREMA03;AFA2600855;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAURESY01;FA20000838;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAURESY01;FA2100976;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAURESY01;FV2100252;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAURESY01;FA2200889;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAURESY01;FA23000797;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAURESY01;FV23000233;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LAURIVI01;FA2200895;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAURIVI01;FA23000801;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAURIVI01;FA2400827;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAURIVI01;AFA2500874;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAURIVI01;AFA2600860;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAURRCH01;FA20000844;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAURRCH01;FA2100982;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAURRCH01;FA2200896;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAUSCDA01;FA2200897;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAUSCDA01;FA23000802;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAUSCDA01;FA2400828;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAUSCDA01;AFA2500875;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAUSCDA01;AFA2600861;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAVALAN01;FA20000845;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAVALAN01;FA2100983;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAVALAN01;FA2200898;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAVALAN01;FA23000803;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAVALAN01;FA2400829;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAVALAN01;AFA2500876;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAVALAN01;AFA2600862;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAVIELA01;FA20000846;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAVIELA01;FA2100984;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAVIELA01;FA2200899;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAVIELA01;FA23000804;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAVIELA01;FA2400830;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAVIELA01;AFA2500877;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAVIELA01;AFA2600863;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LAVOIIN01;FA2400831;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAVOIIN01;AFA2500878;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LAVOIIN01;AFV2500419;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
LAXENMO01;FA20000847;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAXENMO01;FA2100985;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAXENMO01;FV2100253;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LAYCA01;FA20002615;2020-01-28 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LAYCA01;FA2100986;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LAYCA01;FA2200900;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LAYCA01;FA23000805;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LAYCA01;FA2400832;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LAYCA01;FV2300647;2024-03-20 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
LEBECJO01;AFA2502914;2025-04-08 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LEBECJO01;AFA2600866;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LEBEKMA01;FA20003411;2020-06-02 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LEBEKMA01;FA2100990;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LEBEKMA01;FV2100254;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LEBEKMA01;FA2400835;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LEBEKMA01;AFA2500881;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LEBEKMA01;AFV2500420;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
LEBEKST01;FA20003363;2020-05-19 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LEBEKST01;FA2100989;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LEBEKST01;FV2100255;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LEBOUIS01;FA20000848;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LEBOUIS01;FV20000258;2020-06-30 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LEBRUCA01;FA20002852;2020-03-03 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LEBRUCA01;FA2100991;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LEBRUCA01;FV2100256;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LEBRUCA01;FA2203188;2022-05-24 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LEBRUCA01;FA23000810;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LEBRUCA01;FV23000234;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LEBRUCA01;FA2403278;2024-05-22 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LEBRUCA01;AFA2500882;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LEBRUCA01;AFV2500421;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
LECHAGI01;FA23000811;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LECHAGI01;FV23000235;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
LECHNMI01;FA20000850;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECHNMI01;FA2100992;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LECHNMI01;FA2200904;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LECHNMI01;FA23000812;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LECHNMI01;FA2400836;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECHNMI01;AFA2500883;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECHNMI01;AFA2602514;2026-01-14 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECLECL01;FA20000851;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECLECL01;FA2100993;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LECLECL01;FA2200905;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LECLECL01;FV2200239;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
LECLECL01;FA2203298;2022-06-23 00:00:00.000;ACOT;Cotisation annuelle;1.000000;30.000000;30.000000
LECLECL01;FA23002623;2023-01-13 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LECLECL01;FA2402843;2024-02-01 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECLECL01;AFA2500884;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECLECL01;AFA2600867;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECLECL02;FA2400837;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECLECL02;AFA2500886;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECLECL02;AFA2600869;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECLEDE01;AFA2503021;2025-05-26 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECLEDE01;AFA2600868;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECLEEL01;FA20000856;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECLEEL01;FA2100995;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LECLEEL01;FA2200906;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LECLEEL01;FA23000787;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LECLEEL01;FA2400814;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECLEEL01;AFA2500860;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECLEEL01;AFA2600844;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECLEJO01;FA20000854;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECLEJO01;FV20000330;2020-11-10 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LECLELA01;FA20000852;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECLELA01;FA2100994;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LECLELA01;FV2100257;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LECLELA01;FA2402932;2024-02-28 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECLELA01;AFA2500885;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECLELA01;AFV2500422;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
LECLENA01;AFA2600871;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECLESE01;FA2403177;2024-05-02 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECLESE01;AFA2500887;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECLESE01;AFA2600870;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECLESO01;FA20000853;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECLEVE02;FA20000855;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECLEVE02;FV20000045;2020-03-13 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LECOAKA01;FA20000857;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECOAKA01;FA2100996;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LECOAKA01;FA2200907;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LECOAKA01;FA23000813;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LECOAKA01;FA2400838;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECOAKA01;AFA2500888;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECOAKA01;AFA2600872;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECOLEM01;FA2102786;2021-01-18 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LECOMED01;FA20000858;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECOMED01;FA2100997;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LECOMED01;FA2200908;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LECOMED01;FA23000814;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LECOMED01;FA2400839;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LECOMED01;AFA2500889;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LECOMED01;AFA2600873;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECOMPA01;FA20000859;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LECOMPA01;FV20000259;2020-06-30 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
LECOMPA02;AFA2600874;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LECOMYO01;AFA2602618;2026-01-30 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LEDORGA01;FA2100998;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LEDORGA01;FV2100258;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LEDRACE01;FA20000860;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LEDRACE01;FA2100999;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LEDRACE01;FA2200909;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LEDRACE01;FA23000815;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
LEDRACE01;FA2400840;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
LEDRACE01;AFA2500890;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LEDRACE01;AFA2600875;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LEDRAJE01;AFA2503024;2025-05-26 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
LEDRAJE01;AFA2600877;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LEDRASA01;AFA2600876;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
LEDUCDO01;FA20003302;2020-05-06 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LEDUCDO01;FA2101000;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LEDUCDO01;FV2100259;2021-06-10 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
LEFEBCH01;FA20000863;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
LEFEBCH01;FA2101003;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
LEFEBCH01;FA2200913;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
LEFEBNI01;FA20000862;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
