régionCNC,N° auto,nom,région administrative,adresse,code INSEE,commune,population de la commune,DEP,N°UU,unité urbaine,population unité urbaine,situation géographique,écrans,fauteuils,semaines d'activité,séances,entrées 2024,entrées 2023,évolution entrées,tranche d'entrées,propriétaire,AE,catégorie Art et Essai,label Art et Essai,genre,multiplexe,zone de la commune,nombre de films programmés,nombre de films inédits,nombre de films en semaine 1,PdM en entrées des films français,PdM en entrées des films américains,PdM en entrées des films européens,PdM en entrées des autres films,films Art et Essai,part des séances de films Art et Essai,PdM en entrées des films Art et Essai,latitude,longitude
4,340043,LE KERLOUET,NOUVELLE AQUITAINE,PLACE DE LA REPUBLIQUE,86207,La Roche-Posay,1601,86,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,233,22,186,3869,5964,-35.1,De 2 à 5 000 entrées,,OUI,E,JP,FIXE,NON,R,74,49,0,68.4,18.6,11.2,1.8,38,46.1,51.4,46.785295,0.811448
4,340411,SALLE DU CHATEAU,NOUVELLE AQUITAINE,CENTRE CULTUREL,16282,La Rochette,544,16,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,49,397,16059,14461,11.1,De 10 à 20 000 entrées,,OUI,E,JP,ITINERANT,NON,R,161,102,0,76.3,9.6,12.0,2.1,84,45.0,38.4,45.815626,0.307695
4,340874,CGR RODEZ,OCCITANIE,PLACE DU FOIRAIL,12202,Rodez,26266,12,12402,Rodez,50721,05-Unités urbaines de 20 000 à 100 000 hbts,10,1603,53,17256,260688,250776,4.0,De 200 à 300 000 entrées,CGR,OUI,D,JPPR,FIXE,OUI,C,399,256,204,52.5,31.8,13.4,2.3,201,29.2,16.6,44.34873,2.57572
2,341321,LA GRANGE,ILE-DE-FRANCE,FERME DE L'AYAU,77390,Roissy-en-Brie,22747,77,00851,Paris,10947378,03-Grande couronne,1,192,49,600,11750,12722,-7.6,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,152,123,4,47.4,34.6,13.9,4.1,66,37.1,27.3,48.793178,2.648662
2,341652,LE TRIANON,ILE-DE-FRANCE,PL CARNOT ET 1 RUE ETIENNE DOLET,93063,Romainville,31554,93,00851,Paris,10947378,02-Petite Couronne,1,436,48,1479,55717,57820,-3.6,De 50 à 80 000 entrées,,OUI,C,JPPR,FIXE,NON,B,331,184,7,53.2,22.4,15.8,8.6,246,75.7,66.9,48.883869,2.44086
6,341752,CINE PLANETE,AUVERGNE / RHONE-ALPES,16 PLACE JEAN JAURES,26281,Romans-sur-Isère,33486,26,26501,Romans-sur-Isère,58225,05-Unités urbaines de 20 000 à 100 000 hbts,8,1062,53,8107,146612,147083,-0.3,De 100 à 150 000 entrées,,NON,NON,,FIXE,OUI,C,232,202,178,49.6,35.5,13.1,1.8,73,22.3,10.9,45.045939,5.054595
6,341771,CINE LUMIERE,AUVERGNE / RHONE-ALPES,5 RUE FELIX FAURE,26281,Romans-sur-Isère,33486,26,26501,Romans-sur-Isère,58225,05-Unités urbaines de 20 000 à 100 000 hbts,3,434,49,2311,29892,31886,-6.3,De 20 à 30 000 entrées,,OUI,D,,FIXE,NON,C,166,106,88,60.2,11.4,18.5,9.9,155,98.3,94.9,45.046219,5.050587
3,342020,KORRIGAN,BRETAGNE,3 RUE DE LA VAUNOISE,35245,Romillé,4157,35,35118,Romillé,4157,06-autres communes et unités urbaines,1,209,49,679,21930,18361,19.4,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,I,254,201,4,68.2,17.6,12.1,2.1,146,44.4,35.3,48.213608,-1.892787
3,342071,L'EDEN,GRAND EST,66 RUE GAMBETTA,10323,Romilly-sur-Seine,14959,10,10301,Romilly-sur-Seine,17331,06-autres communes et unités urbaines,3,698,53,3439,58967,59621,-1.1,De 50 à 80 000 entrées,,OUI,E,JP,FIXE,NON,C,215,158,68,41.6,44.2,12.2,2.0,121,24.3,17.2,48.516527,3.723266
3,342115,CINE SOLOGNE,CENTRE-VAL DE LOIRE,LE CLOS DE L'ARCHE AVENUE DE PARIS,41194,Romorantin-Lanthenay,18685,41,41301,Romorantin-Lanthenay,18685,06-autres communes et unités urbaines,5,680,53,6704,138089,128795,7.2,De 100 à 150 000 entrées,,OUI,E,JPPR,FIXE,NON,I,324,227,110,52.0,33.4,13.1,1.6,178,20.6,12.0,47.378367,1.736977
5,342332,Gérard Philipe,HAUTS DE FRANCE,"40, RUE HENRI BARBUSSE",59508,Roncq,13675,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,1,141,49,500,17948,17985,-0.2,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,228,185,0,57.3,23.7,16.6,2.4,106,37.1,29.6,50.750026,3.123334
7,342900,CINEMA PAVILLON BLEU,PROVENCE-ALPES-COTE D'AZUR,RD 2085,06105,Roquefort-les-Pins,7476,06,06701,Nice,966577,04-Unités urbaines de 100 000 hbts ou plus,2,372,53,2466,44993,45381,-0.9,De 40 à 50 000 entrées,,OUI,C,JP,FIXE,NON,B,304,245,65,51.1,29.4,15.9,3.6,183,39.3,33.4,43.665141,7.049995
4,343010,LE MOULIN DE ROQUES,OCCITANIE,14 AVENUE DE LA GARE,31458,Roques,4993,31,00758,Toulouse,1062736,04-Unités urbaines de 100 000 hbts ou plus,1,185,6,23,1280,1130,13.3,Moins de 2000 entrées,,NON,NON,,FIXE,NON,B,7,1,0,28.3,52.8,16.2,2.7,6,91.7,98.3,43.510867,1.379784
3,343321,STE BARBE,BRETAGNE,14 BIS RUE YANN D ARGENT,29239,Roscoff,3446,29,29304,Saint-Pol-de-Léon,12892,06-autres communes et unités urbaines,1,200,52,463,11415,10794,5.8,De 10 à 20 000 entrées,,OUI,E,,FIXE,NON,B,213,153,10,66.8,18.3,11.4,3.5,125,46.1,33.4,48.724745,-3.984009
6,343491,LE FOYER,AUVERGNE / RHONE-ALPES,AVENUE ANDRE JEAN,07199,Rosières,1306,07,07402,Aubenas,43584,05-Unités urbaines de 20 000 à 100 000 hbts,2,352,52,1553,31226,23663,32.0,De 30 à 40 000 entrées,,OUI,D,,FIXE,NON,B,323,267,4,66.8,17.8,12.3,3.0,189,44.7,36.5,44.482369,4.255896
2,343750,UGC Ciné Cité ROSNY,ILE-DE-FRANCE,16 RUE CONRAD ADENAUER,93064,Rosny-sous-Bois,45622,93,00851,Paris,10947378,02-Petite Couronne,15,3344,53,27547,648112,700501,-7.5,De 450 à 700 000 entrées,UGC,NON,NON,,FIXE,OUI,B,486,241,235,28.6,52.3,15.6,3.5,192,19.6,9.7,48.880702,2.480345
2,343762,THEATRE ET CINEMA GEORGES SIMENON,ILE-DE-FRANCE,PLACE CARNOT,93064,Rosny-sous-Bois,45622,93,00851,Paris,10947378,02-Petite Couronne,1,229,44,365,15134,16307,-7.2,De 10 à 20 000 entrées,,OUI,C,JP,FIXE,NON,B,154,109,0,58.3,17.0,14.4,10.4,115,77.9,77.5,48.873327,2.482728
3,343951,CINE BREIZ,BRETAGNE,2 RUE DE STRASBOURG,22266,Rostrenen,3428,22,22104,Rostrenen,3428,06-autres communes et unités urbaines,1,227,53,555,11966,12705,-5.8,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,I,240,196,1,60.1,21.6,16.1,2.2,128,46.5,38.9,48.237305,-3.316257
8,344002,CINEMA LE ROYAL,GRAND EST,"25 A, RUE DE SCHIRMECK",67414,Rothau,1551,67,67304,La Broque,13246,06-autres communes et unités urbaines,1,145,46,144,4831,5036,-4.1,De 2 à 5 000 entrées,,NON,NON,,FIXE,NON,C,96,71,0,65.7,18.8,13.8,1.6,32,37.2,40.2,48.459054,7.210973
5,344352,LE DUPLEXE,HAUTS DE FRANCE,47 GRAND' RUE,59512,Roubaix,98480,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,9,1590,53,13766,101458,119046,-14.8,De 100 à 150 000 entrées,MEGARAMA,NON,NON,,FIXE,OUI,B,247,176,159,33.2,48.1,14.8,3.9,69,12.2,15.2,50.691883,3.165548
3,344532,OMNIA REPUBLIQUE,NORMANDIE,28 RUE DE LA REPUBLIQUE,76540,Rouen,115792,76,00755,Rouen,481277,04-Unités urbaines de 100 000 hbts ou plus,8,1221,53,13789,295144,279342,5.7,De 200 à 300 000 entrées,,OUI,A,RDJPPR,FIXE,OUI,C,642,370,294,62.0,12.7,17.9,7.4,557,90.1,87.3,49.438455,1.096887
3,344571,Kinepolis ROUEN,NORMANDIE,CENTRE COMMERCIAL DE SAINT SEVER,76540,Rouen,115792,76,00755,Rouen,481277,04-Unités urbaines de 100 000 hbts ou plus,13,2429,53,20556,142571,140674,1.3,De 100 à 150 000 entrées,Kinepolis,NON,NON,,FIXE,OUI,C,407,250,231,33.0,46.9,16.3,3.8,97,12.1,12.2,49.430638,1.085206
3,344590,PATHE DOCKS 76,NORMANDIE,BOULEVARD FERDINAND DE LESSEPS,76540,Rouen,115792,76,00755,Rouen,481277,04-Unités urbaines de 100 000 hbts ou plus,14,2746,53,25712,654399,673539,-2.8,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,C,369,220,206,40.7,41.6,16.1,1.5,148,25.9,13.1,49.444934,1.067208
7,345421,SALLE POLYVALENTE,PROVENCE-ALPES-COTE D'AZUR,SALLE POLYVALENTE,04172,Roumoules,745,04,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,,48,595,16654,17290,-3.7,De 10 à 20 000 entrées,,NON,NON,,ITINERANT,NON,R,142,112,1,50.2,37.5,10.7,1.6,56,27.0,26.4,43.839788,6.151962
6,345631,QUINSONNET,BOURGOGNE / FRANCHE-COMTE,RUE DES ECOLES,39470,Les Rousses,3738,39,39106,Les Rousses,3738,06-autres communes et unités urbaines,2,291,53,1810,24020,21439,12.0,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,R,226,187,54,59.3,27.0,12.6,1.2,95,21.2,21.0,46.484074,6.058293
4,346502,LIDO,NOUVELLE AQUITAINE,65 FRONT DE MER,17306,Royan,19174,17,17403,Royan,40635,05-Unités urbaines de 20 000 à 100 000 hbts,6,1076,53,8878,285911,267394,6.9,De 200 à 300 000 entrées,CINEWEST,NON,NON,,FIXE,NON,C,247,163,113,57.1,30.2,12.0,0.7,78,14.8,10.9,45.62416,-1.025656
3,346622,CINEMA THEATRE,HAUTS DE FRANCE,BOULEVARD DU GENERAL LECLERC,80685,Roye,5758,80,80202,Roye,5758,06-autres communes et unités urbaines,1,326,51,849,25231,21987,14.8,De 20 à 30 000 entrées,,NON,NON,,FIXE,NON,I,158,135,22,46.8,39.9,11.9,1.4,49,13.8,11.6,49.69929,2.790104
2,347162,ARIEL,ILE-DE-FRANCE,99 AVENUE PAUL DOUMER,92063,Rueil-Malmaison,79713,92,00851,Paris,10947378,02-Petite Couronne,3,689,51,4024,101144,101812,-0.7,De 100 à 150 000 entrées,,OUI,C,JP,FIXE,NON,B,196,126,61,64.7,16.2,17.3,1.8,129,59.2,48.5,48.879844,2.180852
2,347175,ARIEL HAUTS DE RUEIL,ILE-DE-FRANCE,59 AVENUE DE FOUILLEUSE,92063,Rueil-Malmaison,79713,92,00851,Paris,10947378,02-Petite Couronne,3,688,53,3958,96055,102252,-6.1,De 80 à 100 000 entrées,,NON,NON,,FIXE,NON,B,149,94,61,32.3,53.0,13.7,1.0,48,9.3,9.8,48.862565,2.194794
4,347302,FAMILY,NOUVELLE AQUITAINE,3 ET 5 RUE DE PLAISANCE,16292,Ruffec,3520,16,16105,Ruffec,3997,06-autres communes et unités urbaines,2,271,53,939,18182,19511,-6.8,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,C,287,224,1,60.4,23.1,14.7,1.9,173,55.9,37.4,46.027187,0.203603
6,347732,Les Lumières de la Ville,AUVERGNE / RHONE-ALPES,Boulevard Louis Dagand,74225,Rumilly,16362,74,74302,Rumilly,18566,06-autres communes et unités urbaines,3,516,53,4120,92558,87533,5.7,De 80 à 100 000 entrées,,OUI,E,JP,FIXE,NON,C,329,220,90,49.6,35.9,11.9,2.5,159,26.0,19.5,45.85878,5.957306
4,348296,LE GRAND PALACE,PAYS DE LA LOIRE,BD DE L ILE VERTIME,85194,Les Sables-d'Olonne,48401,85,85404,Les Sables-d'Olonne,48401,05-Unités urbaines de 20 000 à 100 000 hbts,7,1293,53,6534,254695,246041,3.5,De 200 à 300 000 entrées,,NON,NON,,FIXE,NON,C,222,163,133,60.3,27.3,11.3,1.2,96,28.4,19.1,46.501653,-1.786349
3,348315,CINEMA CONFLUENCES SABLE SUR SARTHE,PAYS DE LA LOIRE,RUE SAINT DENIS,72264,Sablé-sur-Sarthe,12594,72,72302,Sablé-sur-Sarthe,13846,06-autres communes et unités urbaines,3,360,53,4743,101725,92727,9.7,De 100 à 150 000 entrées,,NON,NON,,FIXE,NON,C,234,154,84,53.4,31.9,11.9,2.9,119,19.0,14.6,47.839358,-0.342854
4,348442,L ESTRADE,NOUVELLE AQUITAINE,SALLE MUNICIPALE,40246,Sabres,1312,40,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,103,50,480,4201,4227,-0.6,De 2 à 5 000 entrées,,OUI,E,JP,FIXE,NON,R,194,166,1,66.6,18.8,11.9,2.8,94,44.9,39.8,44.152438,-0.737033
6,349322,LE STRAPONTIN,AUVERGNE / RHONE-ALPES,SAIN BEL,69171,Sain-Bel,2465,69,69401,L'Arbresle,21411,05-Unités urbaines de 20 000 à 100 000 hbts,1,199,46,238,14457,14043,2.9,De 10 à 20 000 entrées,,OUI,D,,FIXE,NON,B,185,139,0,66.1,13.7,15.4,4.8,118,59.9,48.7,45.809747,4.596802
4,349492,GALLIA,NOUVELLE AQUITAINE,67 COURS NATIONAL,17415,Saintes,26814,17,17401,Saintes,31529,05-Unités urbaines de 20 000 à 100 000 hbts,2,520,49,1739,40810,37929,7.6,De 40 à 50 000 entrées,,OUI,D,RDJPPR,FIXE,NON,C,191,126,64,67.2,7.3,21.2,4.3,179,97.7,92.5,45.747157,-0.634183
4,349524,ATLANTIC CINE,NOUVELLE AQUITAINE,ROUTE DE ROYAN,17415,Saintes,26814,17,17401,Saintes,31529,05-Unités urbaines de 20 000 à 100 000 hbts,8,1256,53,10751,285538,282581,1.0,De 200 à 300 000 entrées,CINEWEST,NON,NON,,FIXE,OUI,C,280,177,152,46.6,38.5,13.8,1.2,66,14.8,7.3,45.74154,-0.691811
7,350023,LA TOMETTE,PROVENCE-ALPES-COTE D'AZUR,QUARTIER LES PLANTIERS,83121,Salernes,3848,83,83206,Salernes,6170,06-autres communes et unités urbaines,1,172,51,587,9242,7149,29.3,De 5 à 10 000 entrées,,OUI,E,,FIXE,NON,C,149,108,3,65.4,17.5,13.7,3.5,89,45.9,41.1,43.561544,6.236388
4,350169,LE SALEYS,NOUVELLE AQUITAINE,RUE DU MARECHAL LECLERC,64499,Salies-de-Béarn,4684,64,64106,Salies-de-Béarn,4684,06-autres communes et unités urbaines,2,194,51,2255,37166,34931,6.4,De 30 à 40 000 entrées,,OUI,E,RDJPPR,FIXE,NON,I,313,234,26,55.6,25.5,15.0,3.9,205,51.4,42.0,43.471607,-0.927756
6,350390,L'ABREUVOIR,BOURGOGNE / FRANCHE-COMTE,RUE PRINCIPALE,21579,Salives,213,21,00000,Zone rurale,14183345,06-autres communes et unités urbaines,1,149,35,37,1194,851,40.3,Moins de 2000 entrées,,NON,NON,,FIXE,NON,R,34,30,0,96.0,2.4,1.6,0.0,14,42.9,31.2,47.620428,4.88235
6,350414,CINE MONT BLANC,AUVERGNE / RHONE-ALPES,AVENUE DE GENEVE,74256,Sallanches,17450,74,00465,Sallanches,48255,05-Unités urbaines de 20 000 à 100 000 hbts,10,1554,53,14803,263771,267905,-1.5,De 200 à 300 000 entrées,,OUI,D,JP,FIXE,OUI,C,412,299,237,48.8,34.6,14.8,1.8,203,26.9,16.9,45.944805,6.630005
4,350641,LE 7 ÈME ART,NOUVELLE AQUITAINE,5 PLACE DE LA MAIRIE,33498,Salles,7764,33,33212,Salles,7764,06-autres communes et unités urbaines,1,162,52,720,23185,21933,5.7,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,I,253,194,24,52.7,35.0,10.3,1.9,140,31.6,24.0,44.550748,-0.869882
4,351333,CINEMA DE SAMATAN,OCCITANIE,PLACE DES CORDELIERS,32410,Samatan,2484,32,32101,Samatan,2484,06-autres communes et unités urbaines,1,187,53,398,11209,10515,6.6,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,R,276,218,32,50.8,26.7,17.3,5.1,164,52.8,45.5,43.490681,0.929457
6,351441,LE CRIOU,AUVERGNE / RHONE-ALPES,RUE DES BILLETS,74258,Samoëns,2438,74,74111,Samoëns,3913,06-autres communes et unités urbaines,1,304,30,317,9106,9342,-2.5,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,C,81,63,45,51.7,31.3,15.5,1.4,18,11.7,13.8,46.0819758,6.727133399999957
7,351621,A B C,PROVENCE-ALPES-COTE D'AZUR,20 RUE DU GENERAL GALLIENI,83123,Sanary-sur-Mer,17440,83,00757,Toulon,598427,04-Unités urbaines de 100 000 hbts ou plus,1,234,53,2260,58151,53100,9.5,De 50 à 80 000 entrées,,NON,NON,,FIXE,NON,B,162,145,123,68.1,20.7,10.9,0.3,71,32.3,27.9,43.117504,5.799215
5,352223,AGORA CINE,HAUTS DE FRANCE,AVENUE DES SPORTS,59553,Santes,5714,59,59702,Lille (partie française),1062844,04-Unités urbaines de 100 000 hbts ou plus,1,426,46,126,17099,16762,2.0,De 10 à 20 000 entrées,,NON,NON,,FIXE,NON,B,75,51,0,69.9,14.9,10.1,5.1,29,55.0,45.8,50.59221,2.959712
3,352610,PATHE SARAN,CENTRE-VAL DE LOIRE,1010 RUE NATIONALE,45302,Saran,16787,45,45701,Orléans,291555,04-Unités urbaines de 100 000 hbts ou plus,10,2345,53,16336,557072,558526,-0.3,De 450 à 700 000 entrées,CINEMAS PATHE,NON,NON,,FIXE,OUI,B,233,139,115,41.3,42.8,14.2,1.7,43,4.5,2.5,47.94652,1.895679
4,352923,REX,NOUVELLE AQUITAINE,18 AV THIERS,24520,Sarlat-la-Canéda,9192,24,24203,Sarlat-la-Canéda,9192,06-autres communes et unités urbaines,6,979,53,8155,129620,127636,1.6,De 100 à 150 000 entrées,,OUI,E,RDJPPR,FIXE,NON,I,479,288,190,52.3,31.2,14.3,2.3,313,41.5,28.7,44.885645,1.216981
8,353161,CINE SAR,GRAND EST,37  AV POINCARE,57630,Sarrebourg,12582,57,57302,Sarrebourg,16227,06-autres communes et unités urbaines,5,853,53,5947,112876,122605,-7.9,De 100 à 150 000 entrées,,OUI,E,JP,FIXE,NON,C,248,157,126,41.0,39.6,18.0,1.4,82,18.0,9.3,48.736261,7.05462
8,353201,LES CINEMAS FORUM,GRAND EST,1 RUE DU MAIRE MASSING,57631,Sarreguemines,21017,57,57401,Sarreguemines (partie française),29248,05-Unités urbaines de 20 000 à 100 000 hbts,9,1398,53,11306,168362,179994,-6.5,De 150 à 200 000 entrées,,OUI,D,,FIXE,OUI,C,305,221,167,38.3,43.1,17.0,1.6,121,20.3,11.7,49.11063,7.070985
8,353252,Centre Socio Culturel,GRAND EST,26A rue de Phalsbourg,67434,Sarre-Union,2836,67,67117,Sarre-Union,2836,06-autres communes et unités urbaines,1,80,48,370,9309,9521,-2.2,De 5 à 10 000 entrées,,OUI,E,JPPR,FIXE,NON,I,185,133,2,45.8,28.4,24.1,1.7,92,46.3,38.7,48.937213,7.087489
2,353531,C2L CIN'HOCHE,ILE-DE-FRANCE,6 RUE HOCHE,78586,Sartrouville,52158,78,00851,Paris,10947378,03-Grande couronne,5,436,53,7305,116871,113197,3.2,De 100 à 150 000 entrées,UGC,NON,NON,,FIXE,NON,B,246,139,103,46.0,38.2,13.1,2.7,122,24.4,21.3,48.937892,2.159419
3,353572,L'HERMINE,BRETAGNE,1 PLACE RICHEMONT,56240,Sarzeau,9045,56,56216,Sarzeau,9045,06-autres communes et unités urbaines,1,417,49,279,6732,6586,2.2,De 5 à 10 000 entrées,,NON,NON,,FIXE,NON,I,159,109,3,65.7,15.6,16.7,1.9,118,70.4,57.8,47.527723,-2.768594
6,354301,ETOILE CINEMA,BOURGOGNE / FRANCHE-COMTE,RUE DE LA HALLE AU BLE,21584,Saulieu,2454,21,21103,Saulieu,2454,06-autres communes et unités urbaines,1,151,53,653,14536,12871,12.9,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,I,252,204,3,60.2,24.1,12.5,3.2,147,52.8,35.8,47.280282,4.229497
3,354782,LE GRAND  PALACE,PAYS DE LA LOIRE,13 QUAI CARNOT,49328,Saumur,27112,49,49405,Saumur,30329,05-Unités urbaines de 20 000 à 100 000 hbts,9,1469,53,13058,276231,261513,5.6,De 200 à 300 000 entrées,,OUI,D,,FIXE,OUI,C,323,247,190,53.3,33.1,12.3,1.3,142,22.2,11.3,47.262131,-0.078279
3,355933,CINE NOVA,PAYS DE LA LOIRE,37 RUE SAINT MICHEL,44195,Savenay,9476,44,44303,Savenay,12713,06-autres communes et unités urbaines,5,662,53,6456,159154,147438,7.9,De 150 à 200 000 entrées,CINEVILLE,OUI,E,JPPR,FIXE,NON,C,300,188,113,44.8,39.4,13.9,1.9,143,18.7,9.2,47.363726,-1.942308
4,355993,CENTRE MULTIMEDIA,OCCITANIE,RUE DU LION D'OR,09282,Saverdun,4966,09,09106,Saverdun,4966,06-autres communes et unités urbaines,1,189,50,335,4857,4118,17.9,De 2 à 5 000 entrées,,OUI,E,,FIXE,NON,I,255,206,0,49.0,28.6,17.6,4.8,153,52.9,30.2,43.236313,1.574721
8,356024,CINECUBIC,GRAND EST,"133, GRAND'RUE",67437,Saverne,11602,67,67306,Saverne,19139,06-autres communes et unités urbaines,2,411,53,3046,48821,46139,5.8,De 40 à 50 000 entrées,,OUI,E,JPPR,FIXE,NON,C,285,209,84,45.3,33.2,19.0,2.6,165,38.1,30.0,48.739119,7.36694
2,356431,ESPACE PREVERT,ILE-DE-FRANCE,QUARTIER DU PLESSIS LE ROI,77445,Savigny-le-Temple,30404,77,00851,Paris,10947378,03-Grande couronne,1,390,49,710,18492,19697,-6.1,De 10 à 20 000 entrées,,OUI,C,,FIXE,NON,B,187,130,7,46.2,33.8,11.2,8.7,86,36.1,31.0,48.57649,2.579118
2,356871,TRIANON,ILE-DE-FRANCE,3 BIS RUE MARGUERITE RENAUDIN,92071,Sceaux,20721,92,00851,Paris,10947378,02-Petite Couronne,1,270,53,1212,61038,61296,-0.4,De 50 à 80 000 entrées,,OUI,C,JPPR,FIXE,NON,B,260,157,11,63.8,15.8,15.2,5.1,213,81.3,76.6,48.777656,2.292628
3,357672,TURENNE,GRAND EST,17 AV DE VERDUN,08409,Sedan,16730,08,08401,Sedan,25587,05-Unités urbaines de 20 000 à 100 000 hbts,3,450,52,2007,45136,46547,-3.0,De 40 à 50 000 entrées,,NON,NON,,FIXE,NON,C,225,153,45,40.8,42.6,14.7,1.9,94,15.5,19.6,49.698315,4.947865
3,357751,REX,NORMANDIE,5 PLACE DE LA 2EME DB,61464,Sées,4634,61,61104,Sées,4634,06-autres communes et unités urbaines,1,212,53,888,19030,19920,-4.5,De 10 à 20 000 entrées,,OUI,E,JP,FIXE,NON,I,235,164,3,63.8,21.7,9.7,4.8,123,43.4,36.3,48.607433,0.170941
3,357904,LE MAINGUE,PAYS DE LA LOIRE,PLACE DU PORT,49331,Segré-en-Anjou Bleu,18478,49,49306,Segré-en-Anjou Bleu,18478,06-autres communes et unités urbaines,3,375,51,2359,67095,58639,14.4,De 50 à 80 000 entrées,,OUI,E,JP,FIXE,NON,C,264,189,51,54.7,33.1,10.3,1.9,147,25.7,15.0,47.68565,-0.868807
8,358333,SELECT,GRAND EST,48 RUE DU PRESIDENT POINCARE,67462,Sélestat,19530,67,67307,Sélestat,19530,06-autres communes et unités urbaines,3,594,53,4472,90088,89144,1.1,De 80 à 100 000 entrées,,OUI,E,JPPR,FIXE,NON,I,274,194,88,40.3,41.8,16.1,1.9,130,19.6,14.1,48.257586,7.452058
3,358561,LE STUDIO,CENTRE-VAL DE LOIRE,PLACE CHARLES DE GAULLE,41242,Selles-sur-Cher,4522,41,41110,Selles-sur-Cher,4522,06-autres communes et unités urbaines,1,123,51,569,9202,7790,18.1,De 5 à 10 000 entrées,,OUI,E,JP,FIXE,NON,I,180,148,1,62.3,16.7,13.0,8.0,80,34.1,30.7,47.274507,1.55439
6,359082,ETOILE CINEMA,BOURGOGNE / FRANCHE-COMTE,6 RUE DU LYCEE,21603,Semur-en-Auxois,4466,21,21108,Semur-en-Auxois,4466,06-autres communes et unités urbaines,1,124,53,766,17894,16465,8.7,De 10 à 20 000 entrées,,OUI,E,JPPR,FIXE,NON,I,250,187,1,67.8,15.0,12.3,5.0,185,68.7,55.3,47.49215,4.334794
3,359462,JEANNE D ARC,HAUTS DE FRANCE,10 RUE DU CIMETIERE SAINT RIEUL,60612,Senlis,15709,60,60304,Senlis,16762,06-autres communes et unités urbaines,1,227,53,1338,29997,30078,-0.3,De 20 à 30 000 entrées,,OUI,E,JPPR,FIXE,NON,C,351,213,29,56.5,24.2,16.8,2.5,231,52.5,42.6,49.208302,2.585995
3,359622,L'AMBIANCE,CENTRE-VAL DE LOIRE,10 RUE FLANDRES DUNKERQUE,28373,Senonches,3049,28,28106,Senonches,3049,06-autres communes et unités urbaines,1,306,47,957,26496,25915,2.2,De 20 à 30 000 entrées,,OUI,E,JP,FIXE,NON,I,190,164,25,52.0,34.9,11.7,1.4,107,23.7,13.4,48.561662,1.032664
3,359772,CINEMA CONFLUENCES SENS,BOURGOGNE / FRANCHE-COMTE,RUE DES CANNETIERES,89387,Sens,27367,89,89401,Sens,39612,05-Unités urbaines de 20 000 à 100 000 hbts,7,1340,53,12159,241469,240176,0.5,De 200 à 300 000 entrées,,OUI,D,JP,FIXE,NON,C,360,271,228,44.8,38.6,15.0,1.6,190,28.6,16.4,48.176509,3.284553
8,360572,GRAND ECRAN,GRAND EST,PLACE ADRIEN PRINTZ,57647,Serémange-Erzange,4220,57,57601,Thionville,138442,04-Unités urbaines de 100 000 hbts ou plus,1,158,49,494,13460,10290,30.8,De 10 à 20 000 entrées,,OUI,C,,FIXE,NON,B,145,115,1,58.5,15.5,21.4,4.6,81,46.6,48.2,49.317865,6.093266
7,362034,LE COMOEDIA,OCCITANIE,6 RUE DU 8 MAI 1945,34301,Sète,45175,34,34501,Sète,94539,05-Unités urbaines de 20 000 à 100 000 hbts,3,481,53,4416,76709,66961,14.6,De 50 à 80 000 entrées,,OUI,D,RDJPPR,FIXE,NON,C,338,216,158,59.6,15.6,17.8,7.0,273,84.1,71.7,43.404513,3.695345
7,362074,LE NOUVEAU PALACE,OCCITANIE,"24, AVENUE VICTOR HUGO",34301,Sète,45175,34,34501,Sète,94539,05-Unités urbaines de 20 000 à 100 000 hbts,3,299,49,3466,50584,48368,4.6,De 50 à 80 000 entrées,,OUI,D,,FIXE,NON,C,171,151,94,54.9,33.1,11.0,1.0,72,27.6,16.4,43.408726,3.698237
2,362414,CINE SEL,ILE-DE-FRANCE,47 GRANDE RUE,92072,Sèvres,23472,92,00851,Paris,10947378,02-Petite Couronne,1,380,42,363,21840,21040,3.8,De 20 à 30 000 entrées,,OUI,C,,FIXE,NON,B,149,107,2,65.0,17.2,13.9,3.9,107,67.7,65.0,48.82472689999999,2.21509930000002
